time,open,high,low,close,volume
2024-01-30,63.71,63.71,63.33,63.33,1791324
2024-01-31,63.61,64.56,63.33,63.42,4021787
2024-02-01,63.61,64.18,63.61,63.89,2500699
2024-02-02,63.89,64.08,63.42,63.8,2613144
2024-02-05,63.8,64.56,63.61,64.37,3568444
2024-02-06,64.46,64.56,63.99,63.99,2394933
2024-02-07,63.99,64.27,63.61,63.99,2737292
2024-02-15,63.99,64.37,63.61,63.99,3880447
2024-02-16,64.18,66.55,63.89,66.26,11120422
2024-02-19,67.11,68.72,66.92,68.06,6660129
2024-02-20,67.87,68.53,67.49,67.68,4390643
2024-02-21,67.68,68.06,67.21,67.49,3593123
2024-02-22,67.49,68.82,67.3,67.78,4652126
2024-02-23,67.97,68.82,67.21,67.21,6146121
2024-02-26,67.21,67.87,66.92,67.21,3050150
2024-02-27,67.4,68.53,67.3,68.15,5285311
2024-02-28,68.53,68.72,67.68,68.34,3422219
2024-02-29,68.72,69.38,67.78,68.15,6543917
2024-03-01,68.25,68.25,67.4,67.68,4399953
2024-03-04,67.97,68.82,67.78,68.15,5018814
2024-03-05,68.15,69.1,67.87,69.1,5443242
2024-03-06,69.38,69.57,67.97,67.97,4837251
2024-03-07,67.87,68.25,67.49,68.15,5070038
2024-03-08,68.25,69.01,66.26,66.26,7364624
2024-03-11,66.73,67.49,66.26,66.55,4214115
2024-03-12,66.64,66.83,66.26,66.26,3847561
2024-03-13,66.36,67.11,66.26,67.02,5648587
2024-03-14,67.21,67.49,66.55,66.73,5449322
2024-03-15,67.22,67.22,65.87,65.97,4857330
2024-03-18,65.97,66.26,64.82,65.11,6803665
2024-03-19,65.68,65.68,65.01,65.01,3166304
2024-03-20,65.01,65.78,64.72,65.2,3551272
2024-03-21,65.39,65.68,65.11,65.59,4910550
2024-03-22,65.78,65.87,65.01,65.01,6070254
2024-03-25,65.11,65.39,64.34,64.53,5459681
2024-03-26,64.63,65.11,64.53,64.91,2507194
2024-03-27,65.2,65.2,64.72,64.91,2639932
2024-03-28,64.91,65.59,64.82,64.91,4474441
2024-03-29,65.59,65.59,64.72,64.82,3487674
2024-04-01,64.82,64.91,64.24,64.24,4996398
2024-04-02,64.24,64.63,63.96,64.53,4325527
2024-04-03,64.53,64.53,63.96,63.96,5054063
2024-04-04,63.96,65.59,63.96,65.39,7477825
2024-04-05,65.39,65.39,64.91,65.11,4237214
2024-04-08,65.2,65.2,64.15,64.24,3671802
2024-04-09,64.34,64.53,64.05,64.24,2518780
2024-04-10,64.34,64.53,64.05,64.05,2767420
2024-04-11,63.96,64.15,63.76,63.86,2950689
2024-04-12,64.05,64.34,63.86,63.96,2511089
2024-04-15,63.96,63.96,62.23,62.23,5766677
2024-04-16,62.23,62.33,60.41,61.37,7137771
2024-04-17,61.75,62.23,61.56,61.56,4593232
2024-04-19,61.56,61.75,60.7,61.56,4521513
2024-04-22,62.04,62.61,61.37,61.37,2038048
2024-04-23,61.56,61.65,60.6,60.89,2020719
2024-04-24,61.37,61.65,60.89,61.37,2403394
2024-04-25,61.37,62.13,61.27,62.04,1918445
2024-04-26,62.04,63.09,61.85,62.33,2944790
2024-05-02,62.71,62.81,62.23,62.71,2566088
2024-05-03,62.9,63.28,62.81,62.9,1969178
2024-05-06,63.09,63.67,62.81,63.09,2264163
2024-05-07,63.28,65.68,63.19,65.2,8490375
2024-05-08,65.2,65.2,64.34,65.11,2967447
2024-05-09,65.11,65.11,63.86,63.86,3001858
2024-05-10,63.96,64.72,63.38,63.76,2422429
2024-05-13,63.86,64.05,62.71,63.09,2737626
2024-05-14,63.19,64.24,63.19,63.76,2435304
2024-05-15,64.15,64.53,63.96,64.24,3237247
2024-05-16,64.34,64.91,64.24,64.44,2914420
2024-05-17,64.53,65.01,64.05,64.24,4173675
2024-05-20,64.34,64.82,63.67,63.67,4925028
2024-05-21,63.67,63.86,63.09,63.48,3803505
2024-05-22,63.67,63.96,63.09,63.09,3621204
2024-05-23,63.28,64.24,63.09,64.24,2993637
2024-05-24,63.96,64.15,63.0,63.28,4109865
2024-05-27,63.38,63.86,63.09,63.38,2339390
2024-05-28,63.57,64.53,63.38,64.05,5350287
2024-05-29,64.24,64.53,63.28,63.57,3362126
2024-05-30,63.38,63.48,62.81,63.0,4416677
2024-05-31,63.19,63.19,62.61,62.71,4149784
2024-06-03,63.09,63.86,63.0,63.38,3193327
2024-06-04,63.38,63.86,63.28,63.28,2447656
2024-06-05,63.48,66.35,63.48,65.68,11876432
2024-06-06,66.16,66.16,64.44,64.44,4893549
2024-06-07,64.82,65.78,64.72,65.01,4131178
2024-06-10,65.59,65.68,64.44,64.44,4569222
2024-06-11,64.63,64.72,63.67,63.76,6181560
2024-06-12,63.76,64.53,63.57,64.24,3427814
2024-06-13,64.24,64.63,64.05,64.15,2807130
2024-06-14,64.24,64.53,63.48,63.48,4127632
2024-06-17,63.57,63.86,63.28,63.28,3621867
2024-06-18,63.76,63.76,63.19,63.19,2754686
2024-06-19,63.28,63.28,62.42,62.61,6160999
2024-06-20,62.71,64.05,62.52,63.28,4400155
2024-06-21,63.76,64.34,63.28,63.28,3970969
2024-06-24,63.38,63.86,62.61,62.81,3851919
2024-06-25,63.09,63.48,62.81,62.81,2436399
2024-06-26,63.09,63.09,62.42,62.52,2488180
2024-06-27,62.52,62.9,62.42,62.61,2710114
2024-06-28,62.81,63.28,62.61,62.81,2735071
2024-07-01,63.09,63.28,62.61,63.28,1911478
2024-07-02,63.28,63.57,63.09,63.48,2044987
2024-07-03,63.48,63.57,63.28,63.48,1334249
2024-07-04,63.57,64.15,63.57,63.67,2691198
2024-07-05,63.67,64.72,63.67,64.44,4183952
2024-07-08,64.53,64.91,64.24,64.82,4946406
2024-07-09,64.82,65.01,64.44,64.72,5048980
2024-07-10,64.72,65.01,64.05,64.05,3884733
2024-07-11,64.15,64.24,63.57,63.57,3789635
2024-07-12,63.67,63.86,63.38,63.57,2081812
2024-07-15,63.57,64.15,63.48,63.48,2157757
2024-07-16,63.67,63.96,63.38,63.38,2245463
2024-07-17,63.48,63.76,62.9,63.0,3468308
2024-07-18,63.28,63.28,62.81,63.19,2284658
2024-07-19,63.19,63.19,62.42,62.61,3396038
2024-07-22,62.61,63.28,62.52,62.71,2657788
2024-07-23,62.9,63.57,62.81,63.19,3780379
2024-07-24,63.09,63.38,62.9,62.9,3615591
2024-07-25,62.9,63.0,62.61,62.9,1958885
2024-07-26,62.71,63.48,62.71,63.09,2976837
2024-07-29,63.48,64.82,63.19,64.44,5785374
2024-07-30,64.53,65.59,64.15,64.91,6381582
2024-07-31,65.68,69.04,65.68,68.65,21167413
2024-08-01,68.85,68.94,67.22,67.41,8872145
2024-08-02,67.12,68.94,67.12,68.56,10298482
2024-08-05,68.08,68.27,65.68,66.55,12162219
2024-08-06,67.41,70.28,67.12,69.71,13505235
2024-08-07,70.19,70.76,69.42,70.76,10709270
2024-08-08,70.86,71.34,69.23,69.71,5817168
2024-08-09,69.81,70.38,69.52,70.28,4530433
2024-08-12,70.28,71.34,69.81,70.0,5808119
2024-08-13,69.81,71.34,69.71,70.76,6740336
2024-08-14,70.96,71.05,70.28,70.96,5459112
2024-08-15,70.96,71.53,70.67,70.76,4258433
2024-08-16,70.96,71.05,70.19,70.76,7396631
2024-08-19,70.96,72.87,70.76,72.87,7924678
2024-08-20,72.87,73.07,72.2,72.49,4181936
2024-08-21,72.11,72.97,72.01,72.2,3994706
2024-08-22,72.87,72.87,70.57,71.15,6031982
2024-08-23,71.82,72.49,71.34,71.82,3310515
2024-08-26,71.82,71.91,70.28,70.38,6329637
2024-08-27,70.38,70.76,69.61,70.48,4269971
2024-08-28,70.57,70.96,70.19,70.86,3355013
2024-08-29,70.67,70.96,70.38,70.48,2044649
2024-08-30,70.57,71.72,70.38,70.86,3679027
2024-09-04,70.28,71.44,70.09,71.24,2842048
2024-09-05,71.24,72.3,71.05,71.63,5862150
2024-09-06,71.82,72.39,71.72,72.3,3645061
2024-09-09,72.01,72.01,71.15,71.72,2641519
2024-09-10,71.72,72.39,71.24,71.82,3335353
2024-09-11,71.72,72.01,70.86,71.53,3167882
2024-09-12,71.91,72.11,71.34,71.63,2054428
2024-09-13,71.72,71.72,69.9,69.9,5350666
2024-09-16,70.0,70.0,68.94,68.94,4039871
2024-09-17,69.04,70.38,68.75,70.38,2392584
2024-09-18,70.57,70.86,70.0,70.28,2847879
2024-09-19,70.28,70.48,70.0,70.28,1574276
2024-09-20,70.48,70.96,69.71,69.71,5234412
2024-09-23,70.09,70.19,69.61,69.9,2933886
2024-09-24,70.45,70.45,69.55,69.75,2080216
2024-09-25,69.75,69.85,69.06,69.06,4525095
2024-09-26,69.06,70.55,69.06,70.15,3987434
2024-09-27,70.25,70.64,70.15,70.45,2971446
2024-09-30,70.45,70.45,69.55,69.55,2046753
2024-10-01,69.65,70.15,69.55,69.55,2042595
2024-10-02,69.65,69.65,69.06,69.55,2142472
2024-10-03,69.65,69.95,69.35,69.75,2949988
2024-10-04,69.95,69.95,67.87,67.97,6140641
2024-10-07,68.16,68.76,66.58,66.58,5995180
2024-10-08,66.68,67.67,66.68,67.67,2890240
2024-10-09,67.77,68.06,67.27,67.27,3532506
2024-10-10,67.77,68.26,67.17,67.17,2625177
2024-10-11,67.57,67.67,66.97,67.17,2373079
2024-10-14,67.57,67.57,66.58,66.68,2825429
2024-10-15,66.68,66.87,66.18,66.28,3078240
2024-10-16,66.28,67.57,66.28,66.97,2006161
2024-10-17,67.07,67.37,66.78,67.07,1658879
2024-10-18,67.07,67.47,66.87,66.87,1599576
2024-10-21,66.87,67.37,66.68,66.78,1862336
2024-10-22,66.78,67.27,66.68,66.78,2253327
2024-10-23,66.78,67.07,66.68,66.78,1637360
2024-10-24,66.78,68.46,66.78,67.87,4369950
2024-10-25,68.06,68.06,67.37,67.47,2172351
2024-10-28,67.17,67.47,66.18,66.68,2927947
2024-10-29,66.78,66.78,66.28,66.48,2033574
2024-10-30,66.48,66.78,65.78,65.78,3437020
2024-10-31,66.08,66.08,64.79,65.58,5177693
2024-11-01,65.58,65.78,65.09,65.29,2182658
2024-11-04,65.39,66.08,65.09,65.09,2121224
2024-11-05,65.19,65.49,64.99,64.99,1063141
2024-11-06,65.49,65.49,64.79,65.29,2598835
2024-11-07,65.49,65.68,65.09,65.39,1154788
2024-11-08,65.49,65.68,65.09,65.19,1597360
2024-11-11,65.19,65.29,64.2,64.69,2742114
2024-11-12,64.69,65.19,64.29,64.39,1734699
2024-11-13,64.59,65.09,64.2,64.49,2773315
2024-11-14,64.49,64.49,64.2,64.49,1781237
2024-11-15,64.39,64.39,63.2,63.2,3697005
2024-11-18,63.2,63.7,62.71,62.71,3752034
2024-11-19,62.81,63.0,62.51,62.51,2736295
2024-11-20,62.51,63.3,62.41,63.1,2820172
2024-11-21,63.2,63.6,62.91,63.4,2255565
2024-11-22,63.4,64.29,63.4,63.8,2179029
2024-11-25,63.8,64.1,63.7,63.8,2450009
2024-11-26,64.0,64.49,63.9,64.29,1678113
2024-11-27,64.29,64.49,64.0,64.1,1588583
2024-11-28,64.49,64.49,64.0,64.0,1275083
2024-11-29,64.0,64.29,63.8,64.1,1107140
2024-12-02,64.1,64.29,63.7,64.0,1232443
2024-12-03,64.1,64.1,63.4,63.4,2427726
2024-12-04,63.3,63.4,62.81,62.81,2749303
2024-12-05,63.0,64.2,62.71,63.8,2221363
2024-12-06,64.0,64.29,63.6,63.6,1681167
2024-12-09,64.0,64.0,63.5,63.6,1764954
2024-12-10,63.6,63.9,63.4,63.4,1714418
2024-12-11,63.4,64.1,63.4,63.7,2027577
2024-12-12,63.7,64.39,63.7,64.1,2252448
2024-12-13,63.8,64.0,63.6,63.7,1399402
2024-12-16,63.7,64.69,63.7,64.49,2389158
2024-12-17,64.39,64.49,64.0,64.1,1206503
2024-12-18,64.49,64.59,64.2,64.2,1616812
2024-12-19,63.9,64.0,63.4,63.4,2629962
2024-12-20,63.5,64.49,63.5,64.49,3801451
2024-12-23,64.2,64.49,63.8,63.9,1350461
2024-12-24,63.9,64.2,63.6,63.8,1290269
2024-12-25,63.9,64.39,63.9,63.9,1304582
2024-12-26,64.2,64.2,63.8,63.8,1711855
2024-12-27,63.9,64.1,63.7,63.8,2445187
2024-12-30,63.6,63.7,63.3,63.3,1492983
2024-12-31,63.4,63.8,63.3,63.4,1643941
